1659103596.548952,0.9362141664227005,-2.1532020297133756,0.48986040036745304,0.0,3.1476517982609304e-06,2.6301448796558057e-05,-0.00014050602930824625,0.0,0.4651
1659103596.5989518,0.9362209369353673,-2.153207192475171,0.489940267830672,0.0,2.9288126000165035e-05,-4.3591549015623175e-05,0.0005300829292166937,0.0,0.4651
1659103596.6489532,0.9362168932351798,-2.1532051718759506,0.4899503775868997,0.0,-2.21009677112322e-06,1.672929929009902e-06,0.00040355885345829637,0.0,0.4651
1659103596.6989536,0.9362165868624878,-2.153205608193468,0.4899595216761793,0.0,-5.028073843871739e-06,-8.310087723660282e-07,0.00031840568797863013,0.0,0.4651
1659103596.7489417,0.9362155842482693,-2.1532089107379346,0.48995654883324713,0.0,-2.1913543828280204e-05,-1.9362220487412218e-05,0.00017259454587061345,0.0,0.4651
1659103596.7989416,0.9362156289661234,-2.153212064357814,0.48995925347942304,0.0,-2.4606365883243538e-05,-3.352778735021337e-05,0.00012686839866635184,0.0,0.4651
1659103596.8489575,0.9362174890725982,-2.1532150006142183,0.4899572079706601,0.0,-1.3109469446476588e-05,-4.733161886178937e-05,6.213278333589593e-05,0.0,0.4651
1659103596.8989573,0.9362186683724772,-2.1532144356416385,0.489954694615656,151.0,2.0313512450500603e-06,-2.9503484087860755e-05,1.876098046400607e-05,0.0,0.141152
1659103596.9488573,0.9362161176678441,-2.1532120490060374,0.48994763871320257,151.0,-7.471512279676578e-06,7.447165699956355e-06,-4.304053243187554e-05,0.0,0.141152
1659103596.9988568,0.9362172067216168,-2.1532115297559113,0.48995337299916447,162.0,4.713254516035308e-06,4.154246783899294e-06,1.7821688794461156e-05,0.0,0.141152
1659103597.048856,0.9362197407531017,-2.1532193508648363,0.48995617096578636,162.0,-8.254178107137836e-06,-5.99101409136854e-05,3.253817348622465e-05,0.0,0.141152
1659103597.098852,0.9362131219879603,-2.1532111875938735,0.48986272111827517,173.0,-2.050151388259577e-05,4.283737515839824e-05,-0.0007012654735645346,0.0,0.141152
1659103597.1488519,0.9362206972988838,-2.153211558042301,0.48983327835244694,173.0,3.7651602738259276e-05,-3.719972365662729e-06,-0.0006578900341142242,0.0,0.141152
1659103597.1988246,0.9362429594452675,-2.153195172626044,0.4906651282583354,200.0,0.0002343601073542923,2.830883025561224e-05,0.006019178335164442,0.0,0.141152
