2.025,0.68147,0.86749,1.0604,1.2541,1.4528,1.6464
2.05,0.68216,0.86754,1.061,1.2533,1.4532,1.6443
2.075,0.68219,0.8672,1.0622,1.2538,1.4544,1.6424
2.1,0.68254,0.86685,1.0622,1.2549,1.4546,1.643
2.125,0.68191,0.86656,1.0622,1.2561,1.4535,1.643
2.15,0.6814,0.86717,1.062,1.257,1.4516,1.643
2.175,0.68048,0.86655,1.0605,1.2581,1.4514,1.643
2.2,0.67945,0.86533,1.0603,1.2594,1.4533,1.643
2.225,0.67985,0.86408,1.0599,1.2605,1.4542,1.643
2.25,0.67885,0.86469,1.0622,1.2586,1.4551,1.643
2.275,0.67848,0.8656,1.0624,1.2561,1.4564,1.643
2.3,0.67891,0.8669,1.0634,1.2547,1.4579,1.643
2.325,0.68024,0.868,1.0631,1.2553,1.4585,1.643
2.35,0.68011,0.86953,1.0639,1.2569,1.4572,1.643
2.375,0.6815,0.87009,1.0646,1.2581,1.4561,1.643
2.4,0.6825,0.87027,1.0638,1.2585,1.4564,1.643
2.425,0.68261,0.87011,1.0639,1.2578,1.4587,1.643
2.45,0.68465,0.87048,1.0627,1.2585,1.4611,1.643
2.475,0.6836,0.86989,1.0622,1.26,1.4577,1.643
2.5,0.68295,0.87025,1.0608,1.261,1.4577,1.643
2.525,0.68187,0.86889,1.0606,1.2599,1.4577,1.643
2.55,0.67962,0.86719,1.0623,1.2579,1.4577,1.643
2.575,0.67953,0.86634,1.0635,1.2577,1.4577,1.643
2.6,0.68041,0.86659,1.0649,1.2597,1.4577,1.643
2.625,0.68051,0.86786,1.0655,1.2618,1.4577,1.643
2.65,0.68063,0.86876,1.0661,1.2622,1.4577,1.643
2.675,0.67981,0.86948,1.0658,1.263,1.4577,1.643
2.7,0.67994,0.86985,1.0651,1.2643,1.4577,1.643
2.725,0.68031,0.86931,1.0654,1.265,1.4577,1.643
2.75,0.68072,0.86993,1.0647,1.2616,1.4577,1.643
2.775,0.68217,0.87055,1.0644,1.2616,1.4577,1.643
2.8,0.68253,0.87101,1.0627,1.2616,1.4577,1.643
2.825,0.6843,0.87128,1.0626,1.2616,1.4577,1.643
2.85,0.68448,0.87052,1.0657,1.2616,1.4577,1.643
2.875,0.68608,0.87033,1.0669,1.2616,1.4577,1.643
2.9,0.68575,0.87108,1.0666,1.2616,1.4577,1.643
2.925,0.68512,0.87064,1.0651,1.2616,1.4577,1.643
2.95,0.68399,0.87011,1.0651,1.2616,1.4577,1.643
2.975,0.68252,0.86819,1.0651,1.2616,1.4577,1.643
3,0.68227,0.86765,1.0651,1.2616,1.4577,1.643
3.025,0.6832,0.86801,1.0651,1.2616,1.4577,1.643
3.05,0.6846,0.86908,1.0651,1.2616,1.4577,1.643
3.075,0.68477,0.87086,1.0651,1.2616,1.4577,1.643
3.1,0.68386,0.87063,1.0651,1.2616,1.4577,1.643
3.125,0.68264,0.87137,1.0651,1.2616,1.4577,1.643
3.15,0.68232,0.87049,1.0651,1.2616,1.4577,1.643
3.175,0.68145,0.87068,1.0651,1.2616,1.4577,1.643
3.2,0.68057,0.87157,1.0651,1.2616,1.4577,1.643
3.225,0.68072,0.87194,1.0651,1.2616,1.4577,1.643
3.25,0.68153,0.87257,1.0651,1.2616,1.4577,1.643
3.275,0.68251,0.87263,1.0651,1.2616,1.4577,1.643
3.3,0.68383,0.87289,1.0651,1.2616,1.4577,1.643
3.325,0.68532,0.87205,1.0651,1.2616,1.4577,1.643
3.35,0.68562,0.8708,1.0651,1.2616,1.4577,1.643
3.375,0.68611,0.86979,1.0651,1.2616,1.4577,1.643
3.4,0.68517,0.87135,1.0651,1.2616,1.4577,1.643
3.425,0.68448,0.87135,1.0651,1.2616,1.4577,1.643
3.45,0.6832,0.87135,1.0651,1.2616,1.4577,1.643
3.475,0.68298,0.87135,1.0651,1.2616,1.4577,1.643
3.5,0.68287,0.87135,1.0651,1.2616,1.4577,1.643
3.525,0.6836,0.87135,1.0651,1.2616,1.4577,1.643
3.55,0.68351,0.87135,1.0651,1.2616,1.4577,1.643
3.575,0.68367,0.87135,1.0651,1.2616,1.4577,1.643
3.6,0.68243,0.87135,1.0651,1.2616,1.4577,1.643
3.625,0.68262,0.87135,1.0651,1.2616,1.4577,1.643
3.65,0.68245,0.87135,1.0651,1.2616,1.4577,1.643
3.675,0.68239,0.87135,1.0651,1.2616,1.4577,1.643
3.7,0.68156,0.87135,1.0651,1.2616,1.4577,1.643
3.725,0.68181,0.87135,1.0651,1.2616,1.4577,1.643
3.75,0.68329,0.87135,1.0651,1.2616,1.4577,1.643
3.775,0.68631,0.87135,1.0651,1.2616,1.4577,1.643
3.8,0.68732,0.87135,1.0651,1.2616,1.4577,1.643
3.825,0.6873,0.87135,1.0651,1.2616,1.4577,1.643
3.85,0.68662,0.87135,1.0651,1.2616,1.4577,1.643
3.875,0.68652,0.87135,1.0651,1.2616,1.4577,1.643
3.9,0.68626,0.87135,1.0651,1.2616,1.4577,1.643
3.925,0.68608,0.87135,1.0651,1.2616,1.4577,1.643
3.95,0.68609,0.87135,1.0651,1.2616,1.4577,1.643
3.975,0.68608,0.87135,1.0651,1.2616,1.4577,1.643
4,0.68593,0.87135,1.0651,1.2616,1.4577,1.643
4.025,0.68483,0.87135,1.0651,1.2616,1.4577,1.643
4.05,0.68558,0.87135,1.0651,1.2616,1.4577,1.643
4.075,0.68497,0.87135,1.0651,1.2616,1.4577,1.643
4.1,0.68378,0.87135,1.0651,1.2616,1.4577,1.643
4.125,0.68201,0.87135,1.0651,1.2616,1.4577,1.643
4.15,0.68103,0.87135,1.0651,1.2616,1.4577,1.643
4.175,0.68151,0.87135,1.0651,1.2616,1.4577,1.643
4.2,0.68201,0.87135,1.0651,1.2616,1.4577,1.643
4.225,0.68215,0.87135,1.0651,1.2616,1.4577,1.643
4.25,0.6831,0.87135,1.0651,1.2616,1.4577,1.643
4.275,0.68416,0.87135,1.0651,1.2616,1.4577,1.643
4.3,0.68572,0.87135,1.0651,1.2616,1.4577,1.643
4.325,0.68742,0.87135,1.0651,1.2616,1.4577,1.643
4.35,0.68747,0.87135,1.0651,1.2616,1.4577,1.643
4.375,0.68626,0.87135,1.0651,1.2616,1.4577,1.643
4.4,0.68521,0.87135,1.0651,1.2616,1.4577,1.643
4.425,0.68347,0.87135,1.0651,1.2616,1.4577,1.643
4.45,0.68048,0.87135,1.0651,1.2616,1.4577,1.643
4.475,0.67828,0.87135,1.0651,1.2616,1.4577,1.643
4.5,0.6784,0.87135,1.0651,1.2616,1.4577,1.643
4.525,0.68072,0.87135,1.0651,1.2616,1.4577,1.643
4.55,0.68197,0.87135,1.0651,1.2616,1.4577,1.643
4.575,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.6,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.625,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.65,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.675,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.7,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.725,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.75,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.775,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.8,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.825,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.85,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.875,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.9,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.925,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.95,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
4.975,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.025,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.05,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.075,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.1,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.125,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.15,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.175,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.2,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.225,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.25,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.275,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.3,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.325,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.35,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.375,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.4,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.425,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.45,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.475,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.5,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.525,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.55,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.575,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.6,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.625,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.65,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.675,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.7,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.725,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.75,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.775,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.8,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.825,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.85,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.875,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.9,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.925,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.95,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
5.975,0.68308,0.87135,1.0651,1.2616,1.4577,1.643
6,0.68421,0.86947,1.066,1.2646,1.4632,1.6431
6.025,0.6857,0.86945,1.0677,1.2627,1.4645,1.6451
6.05,0.68432,0.87087,1.0647,1.2617,1.4639,1.6469
6.075,0.67976,0.86669,1.0485,1.2575,1.4534,1.6477
6.1,0.66864,0.8505,1.0104,1.247,1.4233,1.6434
6.125,0.6458,0.8144,0.95145,1.215,1.3653,1.6318
6.15,0.60922,0.76231,0.8781,1.1568,1.2815,1.6153
6.175,0.5633,0.70022,0.79785,1.0761,1.1835,1.5971
6.2,0.51758,0.63646,0.72031,0.98492,1.0806,1.582
6.225,0.46887,0.57315,0.646,0.89047,0.97743,1.5655
6.25,0.42119,0.51336,0.57764,0.79706,0.87638,1.5456
6.275,0.37408,0.45693,0.51171,0.70804,0.78181,1.5257
6.3,0.33251,0.40499,0.45228,0.62649,0.69424,1.5064
6.325,0.2944,0.35772,0.3982,0.55357,0.61181,1.4853
6.35,0.25889,0.31515,0.35111,0.48766,0.536,1.4617
6.375,0.22489,0.27623,0.30895,0.4285,0.46539,1.4372
6.4,0.19183,0.23968,0.27213,0.37619,0.40633,1.416
6.425,0.15964,0.20581,0.23692,0.32955,0.353,1.3969
